date,location,new_cases,new_deaths,total_cases,total_deaths
12/31/2019,Afghanistan,0,0,0,0
1/1/2020,Afghanistan,0,0,0,0
1/2/2020,Afghanistan,0,0,0,0
1/3/2020,Afghanistan,0,0,0,0
1/4/2020,Afghanistan,0,0,0,0
1/5/2020,Afghanistan,0,0,0,0
1/6/2020,Afghanistan,0,0,0,0
1/7/2020,Afghanistan,0,0,0,0
1/8/2020,Afghanistan,0,0,0,0
1/9/2020,Afghanistan,0,0,0,0
1/10/2020,Afghanistan,0,0,0,0
1/11/2020,Afghanistan,0,0,0,0
1/12/2020,Afghanistan,0,0,0,0
1/13/2020,Afghanistan,0,0,0,0
1/14/2020,Afghanistan,0,0,0,0
1/15/2020,Afghanistan,0,0,0,0
1/16/2020,Afghanistan,0,0,0,0
1/17/2020,Afghanistan,0,0,0,0
1/18/2020,Afghanistan,0,0,0,0
1/19/2020,Afghanistan,0,0,0,0
1/20/2020,Afghanistan,0,0,0,0
1/21/2020,Afghanistan,0,0,0,0
1/22/2020,Afghanistan,0,0,0,0
1/23/2020,Afghanistan,0,0,0,0
1/24/2020,Afghanistan,0,0,0,0
1/25/2020,Afghanistan,0,0,0,0
1/26/2020,Afghanistan,0,0,0,0
1/27/2020,Afghanistan,0,0,0,0
1/28/2020,Afghanistan,0,0,0,0
1/29/2020,Afghanistan,0,0,0,0
1/30/2020,Afghanistan,0,0,0,0
1/31/2020,Afghanistan,0,0,0,0
2/1/2020,Afghanistan,0,0,0,0
2/2/2020,Afghanistan,0,0,0,0
2/3/2020,Afghanistan,0,0,0,0
2/4/2020,Afghanistan,0,0,0,0
2/5/2020,Afghanistan,0,0,0,0
2/6/2020,Afghanistan,0,0,0,0
2/7/2020,Afghanistan,0,0,0,0
2/8/2020,Afghanistan,0,0,0,0
2/9/2020,Afghanistan,0,0,0,0
2/10/2020,Afghanistan,0,0,0,0
2/11/2020,Afghanistan,0,0,0,0
2/12/2020,Afghanistan,0,0,0,0
2/13/2020,Afghanistan,0,0,0,0
2/14/2020,Afghanistan,0,0,0,0
2/15/2020,Afghanistan,0,0,0,0
2/16/2020,Afghanistan,0,0,0,0
2/17/2020,Afghanistan,0,0,0,0
2/18/2020,Afghanistan,0,0,0,0
2/19/2020,Afghanistan,0,0,0,0
2/20/2020,Afghanistan,0,0,0,0
2/21/2020,Afghanistan,0,0,0,0
2/22/2020,Afghanistan,0,0,0,0
2/23/2020,Afghanistan,0,0,0,0
2/24/2020,Afghanistan,0,0,0,0
2/25/2020,Afghanistan,1,0,1,0
2/26/2020,Afghanistan,0,0,1,0
2/27/2020,Afghanistan,0,0,1,0
2/28/2020,Afghanistan,0,0,1,0
2/29/2020,Afghanistan,0,0,1,0
3/1/2020,Afghanistan,0,0,1,0
3/2/2020,Afghanistan,0,0,1,0
3/8/2020,Afghanistan,3,0,4,0
3/11/2020,Afghanistan,3,0,7,0
3/15/2020,Afghanistan,3,0,10,0
3/16/2020,Afghanistan,6,0,16,0
3/17/2020,Afghanistan,5,0,21,0
3/18/2020,Afghanistan,1,0,22,0
3/19/2020,Afghanistan,0,0,22,0
3/20/2020,Afghanistan,0,0,22,0
3/21/2020,Afghanistan,2,0,24,0
3/22/2020,Afghanistan,0,0,24,0
3/23/2020,Afghanistan,10,0,34,0
3/24/2020,Afghanistan,6,1,40,1
3/25/2020,Afghanistan,2,0,42,1
3/26/2020,Afghanistan,33,0,75,1
3/27/2020,Afghanistan,0,0,75,1
3/28/2020,Afghanistan,16,1,91,2
3/29/2020,Afghanistan,15,1,106,3
3/30/2020,Afghanistan,8,1,114,4
3/31/2020,Afghanistan,27,0,141,4
4/1/2020,Afghanistan,25,0,166,4
4/2/2020,Afghanistan,26,0,192,4
4/3/2020,Afghanistan,43,0,235,4
4/4/2020,Afghanistan,0,0,235,4
4/5/2020,Afghanistan,35,1,270,5
4/6/2020,Afghanistan,29,2,299,7
4/7/2020,Afghanistan,38,0,337,7
4/8/2020,Afghanistan,30,4,367,11
4/9/2020,Afghanistan,56,3,423,14
4/10/2020,Afghanistan,61,1,484,15
4/11/2020,Afghanistan,37,0,521,15
4/12/2020,Afghanistan,34,3,555,18
4/13/2020,Afghanistan,52,0,607,18
4/14/2020,Afghanistan,58,3,665,21
4/15/2020,Afghanistan,49,2,714,23
4/16/2020,Afghanistan,70,2,784,25
4/17/2020,Afghanistan,10,4,794,29
4/18/2020,Afghanistan,51,1,845,30
4/19/2020,Afghanistan,63,0,908,30
4/20/2020,Afghanistan,88,3,996,33
4/21/2020,Afghanistan,35,2,1031,35
4/22/2020,Afghanistan,61,1,1092,36
4/23/2020,Afghanistan,84,4,1176,40
4/24/2020,Afghanistan,105,2,1281,42
4/25/2020,Afghanistan,70,1,1351,43
4/26/2020,Afghanistan,112,4,1463,47
4/27/2020,Afghanistan,68,10,1531,57
4/28/2020,Afghanistan,172,0,1703,57
4/29/2020,Afghanistan,124,3,1827,60
4/30/2020,Afghanistan,122,0,1949,60
5/1/2020,Afghanistan,222,4,2171,64
5/2/2020,Afghanistan,164,4,2335,68
5/3/2020,Afghanistan,134,4,2469,72
3/9/2020,Albania,2,0,2,0
3/10/2020,Albania,4,0,6,0
3/11/2020,Albania,4,0,10,0
3/12/2020,Albania,1,1,11,1
3/13/2020,Albania,12,0,23,1
3/14/2020,Albania,10,0,33,1
3/15/2020,Albania,5,0,38,1
3/16/2020,Albania,4,0,42,1
3/17/2020,Albania,9,0,51,1
3/18/2020,Albania,4,0,55,1
3/19/2020,Albania,4,1,59,2
3/20/2020,Albania,11,0,70,2
3/21/2020,Albania,0,0,70,2
3/22/2020,Albania,6,0,76,2
3/23/2020,Albania,13,0,89,2
3/24/2020,Albania,11,2,100,4
3/25/2020,Albania,23,1,123,5
3/26/2020,Albania,23,0,146,5
3/27/2020,Albania,28,1,174,6
3/28/2020,Albania,12,3,186,9
3/29/2020,Albania,11,1,197,10
3/30/2020,Albania,15,0,212,10
3/31/2020,Albania,11,2,223,12
4/1/2020,Albania,20,3,243,15
4/2/2020,Albania,16,0,259,15
4/3/2020,Albania,18,1,277,16
4/4/2020,Albania,27,1,304,17
4/5/2020,Albania,29,2,333,19
4/6/2020,Albania,28,2,361,21
4/7/2020,Albania,16,1,377,22
4/8/2020,Albania,6,0,383,22
4/9/2020,Albania,17,0,400,22
4/10/2020,Albania,9,1,409,23
4/11/2020,Albania,7,0,416,23
4/12/2020,Albania,17,0,433,23
4/13/2020,Albania,13,0,446,23
4/14/2020,Albania,21,0,467,23
4/15/2020,Albania,8,1,475,24
4/16/2020,Albania,19,1,494,25
4/17/2020,Albania,24,1,518,26
4/18/2020,Albania,21,0,539,26
4/19/2020,Albania,9,0,548,26
4/20/2020,Albania,14,0,562,26
4/21/2020,Albania,22,0,584,26
4/22/2020,Albania,25,0,609,26
4/23/2020,Albania,25,1,634,27
4/24/2020,Albania,29,0,663,27
4/25/2020,Albania,15,0,678,27
4/26/2020,Albania,34,0,712,27
4/27/2020,Albania,14,1,726,28
4/28/2020,Albania,10,0,736,28
4/29/2020,Albania,14,2,750,30
4/30/2020,Albania,16,1,766,31
5/1/2020,Albania,7,0,773,31
5/2/2020,Albania,9,0,782,31
5/3/2020,Albania,7,0,789,31
12/31/2019,Algeria,0,0,0,0
1/1/2020,Algeria,0,0,0,0
1/2/2020,Algeria,0,0,0,0
1/3/2020,Algeria,0,0,0,0
1/4/2020,Algeria,0,0,0,0
1/5/2020,Algeria,0,0,0,0
1/6/2020,Algeria,0,0,0,0
1/7/2020,Algeria,0,0,0,0
1/8/2020,Algeria,0,0,0,0
1/9/2020,Algeria,0,0,0,0
1/10/2020,Algeria,0,0,0,0
1/11/2020,Algeria,0,0,0,0
1/12/2020,Algeria,0,0,0,0
1/13/2020,Algeria,0,0,0,0
1/14/2020,Algeria,0,0,0,0
1/15/2020,Algeria,0,0,0,0
1/16/2020,Algeria,0,0,0,0
1/17/2020,Algeria,0,0,0,0
1/18/2020,Algeria,0,0,0,0
1/19/2020,Algeria,0,0,0,0
1/20/2020,Algeria,0,0,0,0
1/21/2020,Algeria,0,0,0,0
1/22/2020,Algeria,0,0,0,0
1/23/2020,Algeria,0,0,0,0
1/24/2020,Algeria,0,0,0,0
1/25/2020,Algeria,0,0,0,0
1/26/2020,Algeria,0,0,0,0
1/27/2020,Algeria,0,0,0,0
1/28/2020,Algeria,0,0,0,0
1/29/2020,Algeria,0,0,0,0
1/30/2020,Algeria,0,0,0,0
1/31/2020,Algeria,0,0,0,0
2/1/2020,Algeria,0,0,0,0
2/2/2020,Algeria,0,0,0,0
2/3/2020,Algeria,0,0,0,0
2/4/2020,Algeria,0,0,0,0
2/5/2020,Algeria,0,0,0,0
2/6/2020,Algeria,0,0,0,0
2/7/2020,Algeria,0,0,0,0
2/8/2020,Algeria,0,0,0,0
2/9/2020,Algeria,0,0,0,0
2/10/2020,Algeria,0,0,0,0
2/11/2020,Algeria,0,0,0,0
2/12/2020,Algeria,0,0,0,0
2/13/2020,Algeria,0,0,0,0
2/14/2020,Algeria,0,0,0,0
2/15/2020,Algeria,0,0,0,0
2/16/2020,Algeria,0,0,0,0
2/17/2020,Algeria,0,0,0,0
2/18/2020,Algeria,0,0,0,0
2/19/2020,Algeria,0,0,0,0
2/20/2020,Algeria,0,0,0,0
2/21/2020,Algeria,0,0,0,0
2/22/2020,Algeria,0,0,0,0
2/23/2020,Algeria,0,0,0,0
2/24/2020,Algeria,0,0,0,0
2/25/2020,Algeria,0,0,0,0
2/26/2020,Algeria,1,0,1,0
2/27/2020,Algeria,0,0,1,0
2/28/2020,Algeria,0,0,1,0
2/29/2020,Algeria,0,0,1,0
3/1/2020,Algeria,2,0,3,0
3/2/2020,Algeria,0,0,3,0
3/4/2020,Algeria,2,0,5,0
3/5/2020,Algeria,7,0,12,0
3/6/2020,Algeria,5,0,17,0
3/9/2020,Algeria,3,0,20,0
3/12/2020,Algeria,0,0,20,0
3/13/2020,Algeria,5,1,25,1
3/14/2020,Algeria,1,1,26,2
3/15/2020,Algeria,11,0,37,2
3/16/2020,Algeria,11,2,48,4
3/17/2020,Algeria,10,0,58,4
3/18/2020,Algeria,2,1,60,5
3/19/2020,Algeria,12,1,72,6
3/20/2020,Algeria,18,1,90,7
3/21/2020,Algeria,12,3,102,10
3/22/2020,Algeria,37,5,139,15
3/23/2020,Algeria,62,2,201,17
3/24/2020,Algeria,29,0,230,17
3/25/2020,Algeria,34,2,264,19
3/26/2020,Algeria,38,2,302,21
3/27/2020,Algeria,65,4,367,25
3/28/2020,Algeria,42,1,409,26
3/29/2020,Algeria,45,3,454,29
3/30/2020,Algeria,57,2,511,31
3/31/2020,Algeria,73,4,584,35
4/1/2020,Algeria,132,9,716,44
4/2/2020,Algeria,131,14,847,58
4/3/2020,Algeria,139,5,986,63
4/4/2020,Algeria,185,42,1171,105
4/5/2020,Algeria,80,25,1251,130
4/6/2020,Algeria,69,22,1320,152
4/7/2020,Algeria,103,21,1423,173
4/8/2020,Algeria,45,20,1468,193
4/9/2020,Algeria,104,12,1572,205
4/10/2020,Algeria,94,30,1666,235
4/11/2020,Algeria,95,21,1761,256
4/12/2020,Algeria,64,19,1825,275
4/13/2020,Algeria,89,18,1914,293
4/14/2020,Algeria,69,20,1983,313
4/15/2020,Algeria,87,12,2070,325
4/16/2020,Algeria,90,11,2160,336
4/17/2020,Algeria,108,12,2268,348
4/18/2020,Algeria,150,16,2418,364
4/19/2020,Algeria,117,3,2535,367
4/20/2020,Algeria,94,8,2629,375
4/21/2020,Algeria,89,9,2718,384
4/22/2020,Algeria,93,8,2811,392
4/23/2020,Algeria,99,10,2910,402
4/24/2020,Algeria,97,5,3007,407
4/25/2020,Algeria,120,8,3127,415
4/26/2020,Algeria,129,4,3256,419
4/27/2020,Algeria,126,6,3382,425
4/28/2020,Algeria,135,7,3517,432
4/29/2020,Algeria,132,5,3649,437
4/30/2020,Algeria,199,7,3848,444
5/1/2020,Algeria,158,6,4006,450
5/2/2020,Algeria,148,3,4154,453
5/3/2020,Algeria,141,6,4295,459
3/3/2020,Andorra,1,0,1,0
3/14/2020,Andorra,1,0,2,0
3/16/2020,Andorra,3,0,5,0
3/17/2020,Andorra,9,0,14,0
3/18/2020,Andorra,0,0,14,0
3/19/2020,Andorra,39,0,53,0
3/20/2020,Andorra,22,0,75,0
3/21/2020,Andorra,0,0,75,0
3/22/2020,Andorra,13,0,88,0
3/23/2020,Andorra,25,0,113,0
3/24/2020,Andorra,20,0,133,0
3/25/2020,Andorra,31,0,164,0
3/26/2020,Andorra,24,0,188,0
3/27/2020,Andorra,36,3,224,3
3/28/2020,Andorra,43,0,267,3
3/29/2020,Andorra,41,1,308,4
3/30/2020,Andorra,26,2,334,6
3/31/2020,Andorra,36,2,370,8
4/1/2020,Andorra,6,4,376,12
4/2/2020,Andorra,14,2,390,14
4/3/2020,Andorra,38,1,428,15
4/4/2020,Andorra,11,1,439,16
4/5/2020,Andorra,27,1,466,17
4/6/2020,Andorra,35,1,501,18
4/7/2020,Andorra,25,3,526,21
4/8/2020,Andorra,19,1,545,22
4/9/2020,Andorra,19,1,564,23
4/10/2020,Andorra,19,2,583,25
4/11/2020,Andorra,18,1,601,26
4/12/2020,Andorra,21,2,622,28
4/13/2020,Andorra,16,1,638,29
4/14/2020,Andorra,8,0,646,29
4/15/2020,Andorra,13,2,659,31
4/16/2020,Andorra,14,2,673,33
4/17/2020,Andorra,9,0,682,33
4/18/2020,Andorra,14,2,696,35
4/19/2020,Andorra,8,0,704,35
4/20/2020,Andorra,9,1,713,36
4/21/2020,Andorra,4,0,717,36
4/22/2020,Andorra,0,1,717,37
4/23/2020,Andorra,6,0,723,37
4/24/2020,Andorra,1,0,724,37
4/25/2020,Andorra,7,3,731,40
4/26/2020,Andorra,2,0,733,40
4/27/2020,Andorra,7,0,740,40
4/28/2020,Andorra,3,0,743,40
4/29/2020,Andorra,0,1,743,41
4/30/2020,Andorra,0,1,743,42
5/1/2020,Andorra,2,0,745,42
5/2/2020,Andorra,1,1,746,43
5/3/2020,Andorra,1,1,747,44
3/22/2020,Angola,2,0,2,0
3/23/2020,Angola,0,0,2,0
3/24/2020,Angola,0,0,2,0
3/25/2020,Angola,0,0,2,0
3/26/2020,Angola,0,0,2,0
3/27/2020,Angola,1,0,3,0
3/28/2020,Angola,1,0,4,0
3/29/2020,Angola,0,0,4,0
3/30/2020,Angola,3,2,7,2
3/31/2020,Angola,0,0,7,2
4/1/2020,Angola,0,0,7,2
4/2/2020,Angola,1,0,8,2
4/3/2020,Angola,0,0,8,2
4/4/2020,Angola,0,0,8,2
4/5/2020,Angola,2,0,10,2
4/6/2020,Angola,4,0,14,2
4/7/2020,Angola,2,0,16,2
4/8/2020,Angola,1,0,17,2
4/9/2020,Angola,2,0,19,2
4/10/2020,Angola,0,0,19,2
4/11/2020,Angola,0,0,19,2
4/12/2020,Angola,0,0,19,2
4/13/2020,Angola,0,0,19,2
4/14/2020,Angola,0,0,19,2
4/15/2020,Angola,0,0,19,2
4/16/2020,Angola,0,0,19,2
4/17/2020,Angola,0,0,19,2
4/18/2020,Angola,0,0,19,2
4/19/2020,Angola,5,0,24,2
4/20/2020,Angola,0,0,24,2
4/21/2020,Angola,0,0,24,2
4/22/2020,Angola,0,0,24,2
4/23/2020,Angola,0,0,24,2
4/24/2020,Angola,1,0,25,2
4/25/2020,Angola,0,0,25,2
4/26/2020,Angola,0,0,25,2
4/27/2020,Angola,1,0,26,2
4/28/2020,Angola,1,0,27,2
4/29/2020,Angola,0,0,27,2
4/30/2020,Angola,0,0,27,2
5/1/2020,Angola,0,0,27,2
5/2/2020,Angola,2,0,29,2
5/3/2020,Angola,6,0,35,2
3/27/2020,Anguilla,2,0,2,0
3/28/2020,Anguilla,0,0,2,0
3/29/2020,Anguilla,0,0,2,0
3/30/2020,Anguilla,0,0,2,0
3/31/2020,Anguilla,0,0,2,0
4/1/2020,Anguilla,0,0,2,0
4/2/2020,Anguilla,0,0,2,0
4/3/2020,Anguilla,1,0,3,0
4/4/2020,Anguilla,0,0,3,0
4/5/2020,Anguilla,0,0,3,0
4/6/2020,Anguilla,0,0,3,0
4/7/2020,Anguilla,0,0,3,0
4/8/2020,Anguilla,0,0,3,0
4/9/2020,Anguilla,0,0,3,0
4/10/2020,Anguilla,0,0,3,0
4/11/2020,Anguilla,0,0,3,0
4/12/2020,Anguilla,0,0,3,0
4/13/2020,Anguilla,0,0,3,0
4/14/2020,Anguilla,0,0,3,0
4/15/2020,Anguilla,0,0,3,0
4/16/2020,Anguilla,0,0,3,0
4/17/2020,Anguilla,0,0,3,0
4/18/2020,Anguilla,0,0,3,0
4/19/2020,Anguilla,0,0,3,0
4/20/2020,Anguilla,0,0,3,0
4/21/2020,Anguilla,0,0,3,0
4/22/2020,Anguilla,0,0,3,0
4/23/2020,Anguilla,0,0,3,0
4/24/2020,Anguilla,0,0,3,0
4/25/2020,Anguilla,0,0,3,0
4/26/2020,Anguilla,0,0,3,0
4/27/2020,Anguilla,0,0,3,0
4/28/2020,Anguilla,0,0,3,0
4/29/2020,Anguilla,0,0,3,0
4/30/2020,Anguilla,0,0,3,0
5/1/2020,Anguilla,0,0,3,0
5/2/2020,Anguilla,0,0,3,0
5/3/2020,Anguilla,0,0,3,0
3/15/2020,Antigua and Barbuda,1,0,1,0
3/21/2020,Antigua and Barbuda,0,0,1,0
3/22/2020,Antigua and Barbuda,0,0,1,0
3/23/2020,Antigua and Barbuda,0,0,1,0
3/24/2020,Antigua and Barbuda,0,0,1,0
3/25/2020,Antigua and Barbuda,2,0,3,0
3/26/2020,Antigua and Barbuda,0,0,3,0
3/27/2020,Antigua and Barbuda,4,0,7,0
3/28/2020,Antigua and Barbuda,0,0,7,0
3/29/2020,Antigua and Barbuda,0,0,7,0
3/30/2020,Antigua and Barbuda,0,0,7,0
3/31/2020,Antigua and Barbuda,0,0,7,0
4/1/2020,Antigua and Barbuda,0,0,7,0
4/2/2020,Antigua and Barbuda,0,0,7,0
4/3/2020,Antigua and Barbuda,2,0,9,0
4/4/2020,Antigua and Barbuda,6,0,15,0
4/5/2020,Antigua and Barbuda,0,0,15,0
4/6/2020,Antigua and Barbuda,0,0,15,0
4/7/2020,Antigua and Barbuda,0,0,15,0
4/8/2020,Antigua and Barbuda,0,0,15,0
4/9/2020,Antigua and Barbuda,0,0,15,0
4/10/2020,Antigua and Barbuda,4,2,19,2
4/11/2020,Antigua and Barbuda,2,0,21,2
4/12/2020,Antigua and Barbuda,0,0,21,2
4/13/2020,Antigua and Barbuda,0,0,21,2
4/14/2020,Antigua and Barbuda,2,0,23,2
4/15/2020,Antigua and Barbuda,0,0,23,2
4/16/2020,Antigua and Barbuda,0,0,23,2
4/17/2020,Antigua and Barbuda,0,0,23,2
4/18/2020,Antigua and Barbuda,0,0,23,2
4/19/2020,Antigua and Barbuda,0,0,23,2
4/20/2020,Antigua and Barbuda,0,0,23,2
4/21/2020,Antigua and Barbuda,0,1,23,3
4/22/2020,Antigua and Barbuda,1,0,24,3
4/23/2020,Antigua and Barbuda,0,0,24,3
4/24/2020,Antigua and Barbuda,0,0,24,3
4/25/2020,Antigua and Barbuda,0,0,24,3
4/26/2020,Antigua and Barbuda,0,0,24,3
4/27/2020,Antigua and Barbuda,0,0,24,3
4/28/2020,Antigua and Barbuda,0,0,24,3
4/29/2020,Antigua and Barbuda,0,0,24,3
4/30/2020,Antigua and Barbuda,0,0,24,3
5/1/2020,Antigua and Barbuda,0,0,24,3
5/2/2020,Antigua and Barbuda,1,0,25,3
5/3/2020,Antigua and Barbuda,0,0,25,3
3/4/2020,Argentina,1,0,1,0
3/6/2020,Argentina,1,0,2,0
3/7/2020,Argentina,6,0,8,0
3/8/2020,Argentina,1,1,9,1
3/9/2020,Argentina,3,0,12,1
3/11/2020,Argentina,7,0,19,1
3/13/2020,Argentina,12,0,31,1
3/14/2020,Argentina,3,1,34,2
3/15/2020,Argentina,11,0,45,2
3/16/2020,Argentina,11,0,56,2
3/17/2020,Argentina,9,0,65,2
3/18/2020,Argentina,14,0,79,2
3/19/2020,Argentina,18,0,97,2
3/20/2020,Argentina,31,1,128,3
3/21/2020,Argentina,30,0,158,3
3/22/2020,Argentina,67,1,225,4
3/23/2020,Argentina,41,0,266,4
3/24/2020,Argentina,35,0,301,4
3/25/2020,Argentina,86,2,387,6
3/26/2020,Argentina,115,2,502,8
3/27/2020,Argentina,87,4,589,12
3/28/2020,Argentina,101,5,690,17
3/29/2020,Argentina,55,2,745,19
3/30/2020,Argentina,75,1,820,20
3/31/2020,Argentina,146,4,966,24
4/1/2020,Argentina,0,0,966,24
4/2/2020,Argentina,167,7,1133,31
4/3/2020,Argentina,0,3,1133,34
4/4/2020,Argentina,132,3,1265,37
4/5/2020,Argentina,186,6,1451,43
4/6/2020,Argentina,103,3,1554,46
4/7/2020,Argentina,74,7,1628,53
4/8/2020,Argentina,87,7,1715,60
4/9/2020,Argentina,80,5,1795,65
4/10/2020,Argentina,99,14,1894,79
4/11/2020,Argentina,81,3,1975,82
4/12/2020,Argentina,162,7,2137,89
4/13/2020,Argentina,66,6,2203,95
4/14/2020,Argentina,69,3,2272,98
4/15/2020,Argentina,160,7,2432,105
4/16/2020,Argentina,0,4,2432,109
4/17/2020,Argentina,128,6,2560,115
4/18/2020,Argentina,98,7,2658,122
4/19/2020,Argentina,170,10,2828,132
4/20/2020,Argentina,102,2,2930,134
4/21/2020,Argentina,90,8,3020,142
4/22/2020,Argentina,112,9,3132,151
4/23/2020,Argentina,144,8,3276,159
4/24/2020,Argentina,147,6,3423,165
4/25/2020,Argentina,0,2,3423,167
4/26/2020,Argentina,344,18,3767,185
4/27/2020,Argentina,0,1,3767,186
4/28/2020,Argentina,223,11,3990,197
4/29/2020,Argentina,124,10,4114,207
4/30/2020,Argentina,158,7,4272,214
5/1/2020,Argentina,143,4,4415,218
5/2/2020,Argentina,104,7,4519,225
5/3/2020,Argentina,149,12,4668,237
12/31/2019,Armenia,0,0,0,0
1/1/2020,Armenia,0,0,0,0
1/2/2020,Armenia,0,0,0,0
1/3/2020,Armenia,0,0,0,0
1/4/2020,Armenia,0,0,0,0
1/5/2020,Armenia,0,0,0,0
1/6/2020,Armenia,0,0,0,0
1/7/2020,Armenia,0,0,0,0
1/8/2020,Armenia,0,0,0,0
1/9/2020,Armenia,0,0,0,0
1/10/2020,Armenia,0,0,0,0
1/11/2020,Armenia,0,0,0,0
1/12/2020,Armenia,0,0,0,0
1/13/2020,Armenia,0,0,0,0
1/14/2020,Armenia,0,0,0,0
1/15/2020,Armenia,0,0,0,0
1/16/2020,Armenia,0,0,0,0
1/17/2020,Armenia,0,0,0,0
1/18/2020,Armenia,0,0,0,0
1/19/2020,Armenia,0,0,0,0
1/20/2020,Armenia,0,0,0,0
1/21/2020,Armenia,0,0,0,0
1/22/2020,Armenia,0,0,0,0
1/23/2020,Armenia,0,0,0,0
1/24/2020,Armenia,0,0,0,0
1/25/2020,Armenia,0,0,0,0
1/26/2020,Armenia,0,0,0,0
1/27/2020,Armenia,0,0,0,0
1/28/2020,Armenia,0,0,0,0
1/29/2020,Armenia,0,0,0,0
1/30/2020,Armenia,0,0,0,0
1/31/2020,Armenia,0,0,0,0
2/1/2020,Armenia,0,0,0,0
2/2/2020,Armenia,0,0,0,0
2/3/2020,Armenia,0,0,0,0
2/4/2020,Armenia,0,0,0,0
2/5/2020,Armenia,0,0,0,0
2/6/2020,Armenia,0,0,0,0
2/7/2020,Armenia,0,0,0,0
2/8/2020,Armenia,0,0,0,0
2/9/2020,Armenia,0,0,0,0
2/10/2020,Armenia,0,0,0,0
2/11/2020,Armenia,0,0,0,0
2/12/2020,Armenia,0,0,0,0
2/13/2020,Armenia,0,0,0,0
2/14/2020,Armenia,0,0,0,0
2/15/2020,Armenia,0,0,0,0
2/16/2020,Armenia,0,0,0,0
2/17/2020,Armenia,0,0,0,0
2/18/2020,Armenia,0,0,0,0
2/19/2020,Armenia,0,0,0,0
2/20/2020,Armenia,0,0,0,0
2/21/2020,Armenia,0,0,0,0
2/22/2020,Armenia,0,0,0,0
2/23/2020,Armenia,0,0,0,0
2/24/2020,Armenia,0,0,0,0
2/25/2020,Armenia,0,0,0,0
2/26/2020,Armenia,0,0,0,0
2/27/2020,Armenia,0,0,0,0
2/28/2020,Armenia,0,0,0,0
2/29/2020,Armenia,0,0,0,0
3/1/2020,Armenia,1,0,1,0
3/2/2020,Armenia,0,0,1,0
3/12/2020,Armenia,3,0,4,0
3/13/2020,Armenia,2,0,6,0
3/14/2020,Armenia,7,0,13,0
3/15/2020,Armenia,7,0,20,0
3/16/2020,Armenia,10,0,30,0
3/17/2020,Armenia,22,0,52,0
3/18/2020,Armenia,26,0,78,0
3/19/2020,Armenia,37,0,115,0
3/20/2020,Armenia,7,0,122,0
3/21/2020,Armenia,14,0,136,0
3/22/2020,Armenia,24,0,160,0
3/23/2020,Armenia,30,0,190,0
3/24/2020,Armenia,4,0,194,0
3/25/2020,Armenia,71,0,265,0
3/26/2020,Armenia,25,0,290,0
3/27/2020,Armenia,39,1,329,1
3/28/2020,Armenia,43,0,372,1
3/29/2020,Armenia,52,2,424,3
3/30/2020,Armenia,0,0,424,3
3/31/2020,Armenia,58,0,482,3
4/1/2020,Armenia,50,0,532,3
4/2/2020,Armenia,39,0,571,3
4/3/2020,Armenia,92,1,663,4
4/4/2020,Armenia,73,3,736,7
4/5/2020,Armenia,34,0,770,7
4/6/2020,Armenia,52,0,822,7
4/7/2020,Armenia,11,1,833,8
4/8/2020,Armenia,20,0,853,8
4/9/2020,Armenia,28,1,881,9
4/10/2020,Armenia,40,1,921,10
4/11/2020,Armenia,16,1,937,11
4/12/2020,Armenia,30,2,967,13
4/13/2020,Armenia,46,0,1013,13
4/14/2020,Armenia,26,1,1039,14
4/15/2020,Armenia,72,3,1111,17
4/16/2020,Armenia,48,1,1159,18
4/17/2020,Armenia,42,1,1201,19
4/18/2020,Armenia,47,1,1248,20
4/19/2020,Armenia,43,0,1291,20
4/20/2020,Armenia,48,2,1339,22
4/21/2020,Armenia,62,2,1401,24
4/22/2020,Armenia,72,0,1473,24
4/23/2020,Armenia,50,0,1523,24
4/24/2020,Armenia,73,3,1596,27
4/25/2020,Armenia,81,1,1677,28
4/26/2020,Armenia,69,0,1746,28
4/27/2020,Armenia,62,1,1808,29
4/28/2020,Armenia,59,1,1867,30
4/29/2020,Armenia,65,0,1932,30
4/30/2020,Armenia,0,0,1932,30
5/1/2020,Armenia,134,2,2066,32
5/2/2020,Armenia,82,1,2148,33
5/3/2020,Armenia,125,0,2273,33
3/13/2020,Aruba,2,0,2,0
3/20/2020,Aruba,2,0,4,0
3/24/2020,Aruba,8,0,12,0
3/25/2020,Aruba,5,0,17,0
3/26/2020,Aruba,2,0,19,0
3/27/2020,Aruba,9,0,28,0
3/28/2020,Aruba,0,0,28,0
3/29/2020,Aruba,0,0,28,0
3/30/2020,Aruba,22,0,50,0
4/1/2020,Aruba,5,0,55,0
4/2/2020,Aruba,0,0,55,0
4/3/2020,Aruba,5,0,60,0
4/4/2020,Aruba,2,0,62,0
4/5/2020,Aruba,2,0,64,0
4/6/2020,Aruba,0,0,64,0
4/7/2020,Aruba,7,0,71,0
4/8/2020,Aruba,3,0,74,0
4/9/2020,Aruba,3,0,77,0
4/10/2020,Aruba,5,0,82,0
4/11/2020,Aruba,4,0,86,0
4/12/2020,Aruba,6,0,92,0
4/13/2020,Aruba,0,0,92,0
4/14/2020,Aruba,0,0,92,0
4/15/2020,Aruba,0,0,92,0
4/16/2020,Aruba,1,1,93,1
4/17/2020,Aruba,2,0,95,1
4/18/2020,Aruba,1,1,96,2
4/19/2020,Aruba,0,0,96,2
4/20/2020,Aruba,1,0,97,2
